id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,license,,,,,,
37151158,Almeida Garret,279419106,Bateira'S,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14688,-8.60803,Entire home/apt,75,1,2,2022-10-06,0.03,5,353,87284/AL,,,,,,
37151615,Mouzinho da Silveira,279419106,Bateira'S,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1472,-8.60775,Entire home/apt,82,1,2,2022-04-21,0.06,5,355,87258/AL,,,,,,
37156169,Alfândega,279419106,Bateira'S,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14824,-8.60663,Entire home/apt,,1,1,2022-05-12,0.03,5,350,87260/AL,,,,,,
37156615,Praça da Ribeira,279419106,Bateira'S,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14666,-8.60963,Entire home/apt,82,1,6,2022-11-05,0.09,5,352,87107/AL,,,,,,
37163586,Plaza 1.2 - Charming GuestHouse,279154968,Plaza,PORTO,Bonfim,41.14664,-8.59636,Entire home/apt,33,3,124,2024-11-26,1.91,7,353,159170/AL,,,,,,
37175637,Good night Matosinhos!,279740784,Luísa María,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18448,-8.68701,Private room,,1,0,,,1,0,Exempt,,,,,,
37204812,"A ""ilha"" do Lindo Vale",182826778,Dina,PORTO,Bonfim,41.16237,-8.60262,Entire home/apt,45,2,17,2024-11-22,0.26,1,198,100745/AL,,,,,,
37213419,Window Garden Apartment,27518920,Fábio,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1542691,-8.6121836,Entire home/apt,45,2,116,2024-12-02,1.79,4,350,101192/Al,,,,,,
37215664,Porto - Apartamento de praia,136461875,Fernando,ESPINHO,Espinho,41.00441,-8.64578,Entire home/apt,120,5,7,2022-02-06,0.11,1,364,100405/AL,,,,,,
37255003,Tanger Porto Apartment,69339992,Maria,PORTO,Lordelo do Ouro e Massarelos,41.16159,-8.65929,Entire home/apt,,30,0,,,2,0,Exempt,,,,,,
37255371,Cosy apartment (Parking Free) next to subway,114171610,Maria Angela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1599,-8.60483,Entire home/apt,51,1,484,2024-10-20,7.46,5,39,77201/AL,,,,,,
37274143,Casa do Louis,2561244,Carla Et Matthieu,PORTO,Bonfim,41.14267,-8.59833,Entire home/apt,,3,13,2022-09-28,0.2,1,0,101159/AL,,,,,,
37277089,BRA.com Faria de Guimarães 103,40592098,Bárbara,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15551,-8.6091,Entire home/apt,60,2,9,2024-10-07,0.14,24,176,109366/AL,,,,,,
37284476,Typical House in a quiet village 3 km from the sea,280687590,Maria Helena,VILA NOVA DE GAIA,Grijó e Sermonde,41.02435,-8.60058,Entire home/apt,75,2,66,2024-09-14,1.01,2,339,Exempt,,,,,,
37291605,Pura Essência Aguda Beach,25730586,Bruno,VILA NOVA DE GAIA,Arcozelo,41.0498886108398,-8.65011119842529,Entire home/apt,254,1,21,2023-09-24,0.32,1,89,100685/AL,,,,,,
37292250,"Casa Meireles , Douro",280744957,José,GONDOMAR,Lomba,41.0607,-8.41012,Entire home/apt,90,2,75,2024-10-07,1.24,1,356,100800/AL,,,,,,
37293970,Cozy and friendly room EXCELLENT LOCATION,278998496,Kali,PORTO,Ramalde,41.16205,-8.63407,Private room,,3,6,2021-08-21,0.09,2,0,Exempt,,,,,,
37294724,Place 4 you with balconies & free parking,280766031,Sara,PORTO,Campanhã,41.17391,-8.58423,Entire home/apt,68,3,77,2024-11-26,1.19,1,317,75821/AL,,,,,,
37310583,GuestReady - Never Say Never,364783572,GuestReady,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19024,-8.65176,Entire home/apt,57,1,58,2024-08-02,0.89,135,187,102874/AL,,,,,,
37313947,Casa do Quinteiro de Azagães,280896771,Carla,OLIVEIRA DE AZEMÉIS,Carregosa,40.89786,-8.41372,Entire home/apt,105,2,12,2024-07-26,0.18,1,361,101555/AL,,,,,,
37317029,Casas de Vera Cruz I,280919414,Carlos,PORTO,Bonfim,41.14867,-8.59029,Entire home/apt,45,3,62,2024-09-15,0.95,4,354,101502/AL,,,,,,
37319681,Duque do Porto,210116303,Duque De Loule,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14516,-8.60458,Entire home/apt,102,1,140,2024-11-30,2.15,9,222,80560/AL,,,,,,
37322894,Casa de Louredo - rural tourism - Yellow Suite,106961653,Teresa,PAREDES,Louredo,41.23662,-8.3453,Entire home/apt,123,2,23,2023-08-27,0.43,5,353,6260,,,,,,
37324362,Almar Apartments - Junqueira Privé,118328335,Bruno Miguel,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.3795,-8.76535,Entire home/apt,,5,1,2022-07-29,0.03,6,0,86406 AL,,,,,,
37328200,WONDERFULPORTO SUPERIOR VIEW PLUS,265669251,Maria Conceição,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1445236,-8.623599,Entire home/apt,99,2,234,2024-11-30,3.62,4,112,100674/AL,,,,,,
37330775,Naquele Lugar... That SPECIAL Place! Flores,148550952,Florinda & Liliana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14365,-8.61355,Entire home/apt,90,1,271,2024-11-15,4.16,4,279,101048/AL,,,,,,
37331563,GuestHouse Metro Station,173371176,Ricardo,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19265,-8.66156,Entire home/apt,96,10,27,2024-11-30,0.42,1,336,102398/AL,,,,,,
37341725,Casa Rietsch - Double Room with Garden View,267795944,Eugénio Manuel,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18236,-8.69178,Private room,,1,18,2024-08-16,0.33,9,318,97673/AL,,,,,,
37341739,Casa Rietsch - Family Studio,267795944,Eugénio Manuel,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18173,-8.69203,Private room,,1,13,2024-09-22,0.42,9,302,97673/al,,,,,,
37343719,Porto Insight Apartment Cedofeita- Balcony & Parki,25741929,Anisabel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15261,-8.62035,Entire home/apt,70,2,107,2024-11-16,1.66,3,295,101101/AL,,,,,,
37343843,Casas de Vera Cruz II,280919414,Carlos,PORTO,Bonfim,41.14913,-8.5925,Entire home/apt,46,3,39,2024-07-18,0.61,4,362,114278/AL,,,,,,
37345215,BRA.com Faria de Guimarães 301,40592098,Bárbara,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15724,-8.61013,Entire home/apt,75,2,10,2022-11-06,0.15,24,91,109368/AL,,,,,,
37347352,M_Loft,63373781,Ana Cristina,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18652,-8.68083,Entire home/apt,80,2,5,2022-07-20,0.1,1,343,102576/AL,,,,,,
37351690,GuestReady - Blueberry Pie in the Balcony,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14981,-8.61114,Entire home/apt,69,1,273,2024-12-09,4.18,135,304,102592/AL,,,,,,
37354712,Casas de Vera Cruz III,280919414,Carlos,PORTO,Bonfim,41.14892,-8.59182,Entire home/apt,50,3,40,2024-09-22,0.62,4,359,101545/AL,,,,,,
37357816,Quinta da Vinha do Souto,281460049,Luisa,AROUCA,Várzea,40.9236,-8.30794,Entire home/apt,130,2,41,2024-12-08,0.63,1,330,Exempt,,,,,,
37363842,Port Wine Flats - Rosé Flat,177119005,Paulo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13752,-8.61549,Entire home/apt,70,2,30,2024-10-24,0.69,4,357,73615/AL,,,,,,
37366192,GlassHouse - Near River - Near Ocean - Near Oporto,32244693,Diogo,VILA DO CONDE,Macieira da Maia,41.34868,-8.66408,Entire home/apt,77,2,108,2024-09-15,1.66,5,317,36611/AL,,,,,,
37378071,Douro river view from an award winning building,281649544,Qualquer Destino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14187,-8.61329,Entire home/apt,84,1,337,2024-12-11,5.21,58,355,114257/AL,,,,,,
37388599,Superior Double Room,265155288,Cocorico Luxury Guesthouse,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14533,-8.60511,Hotel room,155,1,0,,,4,349,22983/AL,,,,,,
37388861,Suite Deluxe,265155288,Cocorico Luxury Guesthouse,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14405,-8.60456,Hotel room,234,1,1,2019-08-17,0.02,4,334,3856/AL,,,,,,
37388864,Familiar Suite,265155288,Cocorico Luxury Guesthouse,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14472,-8.60382,Hotel room,245,1,0,,,4,333,3856/AL,,,,,,
37388866,Suite Duplex,265155288,Cocorico Luxury Guesthouse,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14482,-8.60585,Hotel room,267,1,0,,,4,282,3856/AL,,,,,,
37396561,Metro Loft - Casa do Metro,281883074,Lurdes,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.37769,-8.75912,Entire home/apt,91,2,25,2024-09-06,0.38,2,359,101018/AL,,,,,,
37397193,Factory loft - Casa do Metro,281883074,Lurdes,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.3777,-8.75882,Entire home/apt,91,2,34,2024-10-20,0.52,2,359,101019/AL,,,,,,
37411010,Plaza 1.3 - Charming GuestHouse,279154968,Plaza,PORTO,Bonfim,41.14694,-8.5948,Entire home/apt,33,3,190,2024-11-06,2.91,7,358,159170/AL,,,,,,
37417232,The Writer's House,11703241,Miriam + Pedro,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.37977,-8.76369,Entire home/apt,100,2,59,2024-10-24,1.02,1,236,103814/AL,,,,,,
37458938,Douro Charming Chalet,144154274,João,GONDOMAR,Melres e Medas,41.07484,-8.41305,Entire home/apt,220,3,118,2024-10-19,1.87,1,249,98493/AL,,,,,,
37474255,Tripas-Coração: Cordoaria 1st Back - River View,33634570,Tripas-Coração,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14567,-8.61622,Entire home/apt,53,2,172,2024-12-08,3.54,35,232,100869/AL,,,,,,
37474258,Tripas-Coração: Cordoaria 2nd Back - River View,33634570,Tripas-Coração,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14516,-8.61784,Entire home/apt,53,2,215,2024-11-26,4.02,35,208,100882/AL,,,,,,
37474260,Tripas-Coração: Cordoaria 3rd Back - River View,33634570,Tripas-Coração,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14494,-8.61644,Entire home/apt,53,2,142,2024-12-01,2.28,35,240,100907/AL,,,,,,
37474263,Tripas-Coração: Cordoaria Ground Floor River View,33634570,Tripas-Coração,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14518,-8.6178,Entire home/apt,54,2,104,2024-12-03,1.66,35,323,100886/AL,,,,,,
37474266,Tripas-Coração: Cordoaria 1st Front - Garden View,33634570,Tripas-Coração,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14403,-8.61718,Entire home/apt,56,2,27,2024-11-13,0.52,35,354,100873/AL,,,,,,
37474269,Tripas-Coração: Cordoaria 2nd Front - Garden View,33634570,Tripas-Coração,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14479,-8.6162,Entire home/apt,56,2,24,2024-12-05,0.39,35,362,100880/AL,,,,,,
37474274,Tripas-Coração: Cordoaria 3rd Front - Garden View,33634570,Tripas-Coração,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1448,-8.61759,Entire home/apt,54,2,5,2024-11-25,0.1,35,352,100906/AL,,,,,,
37474279,Tripas-Coração: Cordoaria Mezzanine,33634570,Tripas-Coração,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1454,-8.61768,Entire home/apt,56,2,12,2023-10-24,0.23,35,360,100908/AL,,,,,,
37475218,MARàVISTA Charming apartment,165969469,Ana Claudia,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.39163,-8.77205,Entire home/apt,96,4,16,2024-07-20,0.26,1,193,102384/AL,,,,,,
37476917,Private Room in the center of Porto for 8 people,182806546,Travel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14988,-8.60465,Hotel room,,1,0,,,9,0,66409/AL,,,,,,
37486707,Downtown Cozy Suite City Center II,282802848,Downtown,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14464,-8.60849,Entire home/apt,41,3,63,2024-11-20,1,6,272,96036/AL,,,,,,
37489098,"Cathedral downtown Loft, I",54040900,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14323,-8.61282,Entire home/apt,64,2,138,2024-12-09,2.16,18,362,95061/AL,,,,,,
37512891,Panoramic Palace (Private Parking),24207757,Silvio,PORTO,Lordelo do Ouro e Massarelos,41.15247,-8.62799,Entire home/apt,60,2,142,2024-11-03,2.21,2,17,80437/AL,,,,,,
37515976,Miraporto. Av da República. Sua casa fora de casa!,273690202,Miraporto,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1351,-8.60863,Private room,,1,31,2020-02-23,0.48,5,0,100135/AL,,,,,,
6.12375322078891E+017,Estela Surf & Hostel  ( Surfcamp & surfschool ),278664212,Raquel,PÓVOA DE VARZIM,Estela,41.455383,-8.745826,Shared room,70,2,3,2022-09-30,0.1,1,365,99006/AL,,,,,,
37960333,Pinheiro Terrace Downtown Apartment by DA'HOME,278829307,DA'HOME Premium Property Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.150433,-8.613304,Entire home/apt,58,2,143,2024-08-02,2.23,3,323,101508/AL,,,,,,
37962326,Porto Perto Apartments - Deluxe Apartment,142091148,André,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14226,-8.61222,Entire home/apt,,3,18,2023-03-15,0.29,2,1,50867/AL,,,,,,
37969697,"1BR flat with AC, parking, and sunroom @ Porto",504285,Raul,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15138,-8.61446,Entire home/apt,71,3,229,2024-11-12,3.57,4,354,101084/AL,,,,,,
37774769,Camões Apartments III,285681701,Rodrigo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15987,-8.61083,Entire home/apt,50,2,84,2024-11-02,1.3,8,357,101871/AL,,,,,,
37781625,Casa Pinho em Santa Maria Feira perto do Porto,271888538,Joaquim,SANTA MARIA DA FEIRA,"Lobão, Gião, Louredo e Guisande",40.97385,-8.44859,Entire home/apt,75,2,44,2024-11-03,0.72,1,322,104412/AL,,,,,,
37803659,Uptown Luxury Flat Boavista,284793249,Cristina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15913,-8.63544,Entire home/apt,80,2,101,2024-11-11,1.58,1,245,101217/AL,,,,,,
37803753,Alojamento Marítimo II (room 4/quarto 4),232679224,Alojamentomaritimo,ESPINHO,Espinho,41.00686,-8.63448,Private room,60,1,2,2023-06-22,0.05,5,350,90228/AL,,,,,,
37835388,Casa Castillo - Porto,13859132,Christian,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14236,-8.61343,Entire home/apt,100,2,215,2024-11-24,3.35,1,219,57440/AL,,,,,,
37856377,The Farm House,269842506,Guilhermina,VILA DO CONDE,Vilar de Pinheiro,41.26995,-8.66875,Private room,80,1,21,2024-11-18,0.65,3,365,Exempt,,,,,,
37869079,"Santa Catarina Porto City Center, beautiful.",130242618,Vitor,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15873,-8.60537,Entire home/apt,,3,34,2024-09-22,0.53,2,0,101497/AL,,,,,,
37881988,André´s São João Porto Apt.,286948787,André,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18857,-8.59889,Entire home/apt,32,2,76,2024-12-11,1.19,1,73,102574/AL.,,,,,,
37895927,Fénix - Apartment with Terrace,287068557,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16384,-8.61122,Entire home/apt,,2,9,2020-02-23,0.14,1,0,98784/AL,,,,,,
37897278,Casa do Pinheiral,287054581,Filipe,VILA DO CONDE,Mindelo,41.30795,-8.72792,Entire home/apt,135,2,76,2024-11-25,1.19,1,36,102030/AL,,,,,,
37901286,Breeze Apartment - Matosinhos,287108799,José,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18195,-8.68482,Entire home/apt,70,3,40,2024-10-28,0.62,1,34,102007/AL,,,,,,
37956147,Simple Link @NorteShopping,284844095,Sónia,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.17913,-8.65314,Entire home/apt,83,2,138,2024-11-02,2.17,4,90,103261/AL,,,,,,
37957489,Apartment C - Casa Jardim,283948097,CasaJardim,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.154503,-8.607763,Entire home/apt,42,2,58,2024-10-04,0.91,6,327,47782/AL,,,,,,
37957881,Apartment D,283948097,CasaJardim,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1545028686523,-8.60775089263916,Entire home/apt,47,20,13,2024-11-24,0.22,6,336,47782/AL,,,,,,
37959662,T4 c/ piscina e jacuzzi - Casa dos Namorados,7823650,Tiago,VALE DE CAMBRA,Macieira de Cambra,40.86465,-8.37218,Entire home/apt,170,2,17,2024-03-31,0.27,9,344,54708/AL,,,,,,
38660995,Almada 4F . Calacatta Housing,198505038,Calacatta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14879,-8.61166,Entire home/apt,51,2,6,2023-05-29,0.1,6,354,122168/AL,,,,,,
38665676,Almada 3F . Calacatta Housing,198505038,Calacatta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14892,-8.61311,Entire home/apt,99,2,16,2024-01-02,0.3,6,351,122167/AL,,,,,,
38673611,HEART OF THE CITY 9 !,37860920,Telmo,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12245,-8.60663,Entire home/apt,75,1,8,2020-03-10,0.13,15,0,101601/AL,,,,,,
38685775,A Little Slice of Heaven in Porto,295423748,Andreia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15911,-8.60709,Entire home/apt,65,3,10,2020-12-28,0.16,1,132,102289/AL,,,,,,
38687345,WELCOME IN ALEGRIA,25966212,Elsa Pereira,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14778,-8.60389,Entire home/apt,74,2,101,2024-10-21,1.59,8,359,102288/AL,,,,,,
38692998,Tia Sofia´s Guest House - Medicine Room,130283450,Humberto,PORTO,Paranhos,41.17415,-8.59819,Private room,,2,0,,,5,0,53552/AL,,,,,,
38693598,V7 c/ piscina e jacuzzi. Casa dos Namorados. 18 px,7823650,Tiago,VALE DE CAMBRA,Macieira de Cambra,40.8563,-8.37355,Entire home/apt,299,2,6,2024-10-20,0.22,9,327,54708/AL,,,,,,
38693613,Tia Sofia´s  Guest House -  Engineering Room,130283450,Humberto,PORTO,Paranhos,41.17414,-8.59861,Private room,,2,0,,,5,0,53552/AL,,,,,,
38694113,Quarto em ambiente Familiar,295790713,Filipa Maria,MAIA,Nogueira e Silva Escura,41.25844,-8.58902,Entire home/apt,68,2,7,2023-05-01,0.23,1,348,Exempt,,,,,,
38694368,Tia Sofia´s Guest House -  Law Room,130283450,Humberto,PORTO,Paranhos,41.17473,-8.59858,Private room,,2,0,,,5,0,53552/AL,,,,,,
38694693,Tia Sofia´s Guest House - Architecture  Room,130283450,Humberto,PORTO,Paranhos,41.17484,-8.60011,Private room,,2,0,,,5,0,53552/AL,,,,,,
38700735,Historic City Garden Flat,295872215,Rita,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14567,-8.60346,Entire home/apt,52,2,7,2022-07-28,0.11,1,346,95929/AL,,,,,,
38715242,GuestReady - Miragaia Historical Sight,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14364,-8.62058,Entire home/apt,46,1,85,2024-11-17,1.33,135,277,102888/AL,,,,,,
38717787,Porto City Cottage,296052417,Anne,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1425,-8.61208,Entire home/apt,47,2,288,2024-12-04,4.52,1,320,101206/AL,,,,,,
38717963,Beloved 1st,431283509,YourHost,PORTO,Bonfim,41.147057,-8.594149,Entire home/apt,58,2,53,2024-08-04,0.84,63,3,50551/AL,,,,,,
38739475,"🪴Flores Studio, Best Location & Relaxing Terrace",61948191,Fátima,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14384,-8.6119,Entire home/apt,61,3,278,2024-11-30,4.37,8,345,102054/AL,,,,,,
38767589,CASA DO CORGO,86666053,Eugenia,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.25163,-8.71773,Entire home/apt,,6,4,2020-01-02,0.06,1,0,102873/AL,,,,,,
38773854,Porto Santa Catarina-Apartment with Terrace,296527321,Brunno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15798,-8.60525,Entire home/apt,,2,50,2023-09-11,0.79,3,0,102884/AL,,,,,,
38774299,Quarto com ótima localização em Vila do Conde,296530871,André,VILA DO CONDE,Vila do Conde,41.36281,-8.74649,Private room,,2,25,2024-09-15,0.39,1,0,Exempt,,,,,,
38789547,Colorful & central (9 min-walk to main station),192739665,Jéssica,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15297,-8.61349,Entire home/apt,58,2,49,2024-10-13,0.77,26,304,101232/AL,,,,,,
38794225,At Home in Authentic Porto 8,87349816,David,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14981,-8.60301,Entire home/apt,,2,3,2019-10-13,0.05,2,0,Exempt,,,,,,
38798774,Stay in the heart of Porto - Downtown + Balcony,296767954,Adérito,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14287,-8.61731,Entire home/apt,79,2,88,2024-10-22,1.39,4,347,111262/AL,,,,,,
38834708,Porto Metric flat 2,258766385,Facundo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16102,-8.60869,Entire home/apt,35,1,147,2024-11-03,2.32,3,356,102745/AL,,,,,,
38835342,Porto Metric flat 3,258766385,Facundo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16106,-8.60846,Entire home/apt,38,1,103,2024-11-11,1.62,3,361,102745/AL,,,,,,
38837536,Hopstays - Oporto Tiles 2,402745843,Hopstays,PORTO,Paranhos,41.16236,-8.60416,Entire home/apt,70,1,46,2024-11-26,0.79,3,258,102225/AL,,,,,,
38839880,Apartamento centro do Porto 2,122231984,Emilia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14613,-8.60419,Entire home/apt,91,3,88,2024-10-27,1.4,3,365,101063/AL,,,,,,
38896577,Cozy 3 room apartment near House of Music,31386257,Ines,PORTO,Ramalde,41.16128,-8.63377,Entire home/apt,175,2,16,2023-08-28,0.3,2,167,106060/AL,,,,,,
38903378,Porto's Old Town - Huge Open Space w equip Kitchen,296767954,Adérito,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14361,-8.61681,Entire home/apt,76,2,101,2024-11-05,1.6,4,346,111264/AL,,,,,,
38924131,Heroísmo 2.2 - Charming Room,298075384,Gabarito,PORTO,Bonfim,41.1461,-8.59038,Private room,,3,3,2019-11-03,0.05,1,0,100955/AL,,,,,,
38930449,Canto de Luz | Balcony w/ garden view | B/fast,298169203,Suzanne,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15107,-8.61098,Private room,130,1,0,,,4,251,5406/AL,,,,,,
38947195,Casa Bela ★ Penthouse w/views near the beach,3849926,Ariana,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14995,-8.6711,Entire home/apt,155,2,36,2024-10-24,0.57,5,359,88852/AL,,,,,,
38967409,Canto de Luz Hidden Gem | Balcony w/view | B/fast,298169203,Suzanne,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15323,-8.61171,Private room,,1,3,2023-04-26,0.07,4,241,5406/AL,,,,,,
38967412,Canto de Luz Chambres D'hôtes | City View | B/fast,298169203,Suzanne,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15113,-8.61089,Private room,106,1,6,2022-12-28,0.1,4,264,5406/AL,,,,,,
38967414,Canto de Luz Maison D'hôtes | City View | B/fast,298169203,Suzanne,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15129,-8.61302,Private room,106,1,0,,,4,276,5406/AL,,,,,,
38993311,"Independent room, near the sea and the airport!",292135622,Maria Carmo,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1906,-8.70268,Private room,40,1,150,2024-10-22,2.39,3,106,103262,,,,,,
39021448,Luxurious Flat w/ Mezzanine  by Host Wise,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14812,-8.60299,Entire home/apt,115,1,226,2024-12-03,3.6,334,280,95928/AL,,,,,,
39022521,Bruval Premium Apartments - Serra do Pilar Gaia 2E,250250069,Valter,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13588,-8.60578,Entire home/apt,105,1,147,2024-11-01,2.34,13,356,791871/AL,,,,,,
39022891,Casa Parque Real,130004637,Francisco,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18124,-8.67062,Entire home/apt,40,2,82,2024-11-15,1.3,24,334,101332/AL,,,,,,
39031873,Bookshelf Apartment by the center with A/C,299111677,Sara,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14491,-8.60677,Entire home/apt,69,3,167,2024-12-03,2.68,1,8,101962/AL,,,,,,
39044494,Quarto Duplo,198234407,Leão De,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18656,-8.69515,Private room,63,1,72,2024-11-06,1.18,3,32,56415/AL,,,,,,
39051151,Citybreak-Apartments Patio - Apartamento Superior,2686177,Citybreak,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15855,-8.62525,Entire home/apt,86,1,0,,,27,355,100743/AL,,,,,,
39051556,Casa de Louredo - rural tourism - Blue suite,106961653,Teresa,PAREDES,Louredo,41.23547,-8.34545,Private room,123,2,2,2023-08-23,0.07,5,351,6260,,,,,,
