id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,license,,,,,,
39052118,Casa de Louredo - rural tourism - Red Suite,106961653,Teresa,PAREDES,Louredo,41.23578,-8.34527,Private room,123,2,2,2022-08-14,0.07,5,350,6260,,,,,,
39052729,Casa de Louredo - rural tourism - Green room,106961653,Teresa,PAREDES,Louredo,41.2351,-8.34565,Private room,102,2,10,2024-08-18,0.24,5,349,6260,,,,,,
39053354,Casa de Louredo - wheelchair accessible room,106961653,Teresa,PAREDES,Louredo,41.23637,-8.34446,Private room,102,2,8,2024-08-17,0.2,5,353,6260,,,,,,
39061127,Casa do Pescador,128579608,Joana,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14778,-8.66592,Entire home/apt,89,1,140,2024-09-26,2.6,1,248,138345/AL,,,,,,
39080375,Porto Essence Amber Suite,193045089,Vanessa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15121,-8.60778,Private room,49,2,4,2023-07-09,0.1,7,345,63025/AL,,,,,,
39099311,Nomad's Fine Arts Collection - Porto Classica,164595585,Nomad City Flats,PORTO,Bonfim,41.14594,-8.59671,Entire home/apt,116,1,2,2022-08-09,0.03,41,167,102886/AL,,,,,,
39099587,GuestReady - Ribeira retreat in Porto centre,402191311,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14031,-8.61402,Entire home/apt,73,1,176,2024-12-07,2.79,50,303,38825/AL,,,,,,
39099774,Deluxe Spacious Flats w/ Mezzanine by Host Wise,12730028,Host Wise,PORTO,Bonfim,41.15508,-8.60184,Entire home/apt,237,1,11,2024-10-02,0.18,334,263,95928/AL,,,,,,
39103223,Central Flat w/ AC & Balcony by LovelyStay,299710224,Graça,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15214,-8.61159,Entire home/apt,32,2,110,2024-11-26,1.74,1,238,107626/AL,,,,,,
39104243,Cozy quiet and luminous room for 2,299719750,Elisabete,PORTO,Campanhã,41.14636,-8.58647,Private room,,1,2,2019-10-13,0.03,1,0,Exempt,,,,,,
39172071,Casa de Pedra 2 (Historic center+2Bedroom+Balcony),111840518,Luna,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14473,-8.61547,Entire home/apt,36,1,346,2024-11-25,5.71,3,258,104409/AL,,,,,,
39174688,Charming small room 3th FLOOR,202812211,Elsa & Rubina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1472,-8.61122,Private room,25,2,211,2024-11-25,5.2,7,359,77230/AL,,,,,,
39175216,Casa da Mama,300558599,Denise,MAIA,Castêlo da Maia,41.26268,-8.61846,Shared room,35,7,0,,,1,365,Exempt,,,,,,
39189567,Esmeralda Luxury Apartment by Cozy Stay,300703219,Myke & Tânia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14423,-8.61026,Entire home/apt,70,1,162,2024-11-14,2.57,1,356,98667/AL,,,,,,
39222235,Douro Prime Downtown Suite w/ Balcony- Visit Porto,111821398,Helder,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12312,-8.6098,Entire home/apt,,1,32,2024-07-14,0.51,1,0,86145/AL,,,,,,
39247253,Lita’s House Oporto Bainharia,154698620,Carla,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14328,-8.61241,Entire home/apt,84,2,4,2024-08-20,0.06,1,225,103666/AL,,,,,,
39272509,Bonfim Charming Terrace,300702180,Filipe,PORTO,Bonfim,41.1495,-8.59418,Entire home/apt,63,2,87,2024-10-22,1.39,1,362,96399/AL,,,,,,
39338549,Feel Porto Bacchus Townhouse,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15249,-8.60546,Entire home/apt,299,1,21,2024-10-26,0.34,112,325,102172/AL,,,,,,
39351500,Angel Flat,302259503,Fábio,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15391,-8.61162,Entire home/apt,45,2,15,2024-03-31,0.24,1,353,98427/AL,,,,,,
37970129,House in beach - Oporto,287871332,Hugo,VILA NOVA DE GAIA,Arcozelo,41.04975,-8.65388,Entire home/apt,124,3,56,2024-11-17,0.9,1,132,102942/AL,,,,,,
37970484,BOUTIQUE Rentals- Kihara’s Ribeira Apt great views,185835,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.142899,-8.614158,Entire home/apt,188,1,158,2024-11-30,2.46,27,227,101179/AL,,,,,,
37983449,Sea and River Oporto Apartment (entire apartment),227057293,Bruno,VILA NOVA DE GAIA,Canidelo,41.12911,-8.65092,Entire home/apt,38,2,49,2024-11-30,0.76,2,282,84906/AL,,,,,,
37983875,HM - Pinheiro Duplex Apartment,47191303,Home Me,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14933,-8.61388,Entire home/apt,47,1,102,2024-11-20,1.59,44,342,102726/AL,,,,,,
37990831,"Porto Gardénia Deluxe Apartment, by LF Apartments",6787366,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14914,-8.60456,Entire home/apt,61,2,42,2024-11-24,1.04,27,257,103957/AL,,,,,,
37998771,Miraporto Morro.  A sua casa fora de casa!,273690202,Miraporto,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13619,-8.61013,Private room,,1,17,2020-01-12,0.26,5,0,102232/AL,,,,,,
38009673,Casa da Luz -  Your Porto apartment w/ parking!,288327506,Luz & Alegria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1518,-8.6149,Entire home/apt,146,2,10,2024-08-10,0.16,3,100,97898/AL,,,,,,
38010006,The Arcade: Historic Stone Apt. W/ Modern Design,288330865,JT-Homes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14839,-8.62156,Entire home/apt,,2,114,2024-10-19,1.77,1,0,101884/AL,,,,,,
38020633,Plaza 0.2 - Charming GuestHouse,284319270,You Are Welcome,PORTO,Bonfim,41.14575,-8.59639,Entire home/apt,33,3,98,2024-10-18,1.53,3,360,100939/AL,,,,,,
38025454,Ceuta 33 Apartment,218823270,Marta & Zé Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1482136,-8.613581,Entire home/apt,66,2,52,2024-10-10,0.83,3,174,82199/AL,,,,,,
38039840,"Casa da Bainharia, Catedral Downtown",54040900,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14323,-8.61282,Entire home/apt,198,2,221,2024-11-27,3.46,18,322,94264/AL,,,,,,
38040155,Liiiving in Porto - Clérigos Terrace Apartment,30907275,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14516,-8.61404,Entire home/apt,56,2,46,2024-11-15,0.72,115,257,91619/AL,,,,,,
38065734,OportoNature - 20 min do Porto - Suite Poesia,154070809,Regina,PAREDES,Baltar,41.1826,-8.38242,Private room,90,3,2,2022-08-05,0.07,11,349,54432/AL,,,,,,
38071808,Flowers Room Cat's Beach House,288958436,Patrícia,VILA NOVA DE GAIA,São Félix da Marinha,41.02613,-8.63286,Private room,34,2,30,2024-07-18,0.47,2,32,101494/AL,,,,,,
38087938,Casa Pelourinho de Louredo with pool,364783572,GuestReady,PAREDES,Louredo,41.24262,-8.33319,Entire home/apt,320,1,35,2024-08-25,0.64,135,299,116431/AL,,,,,,
38122542,Bright 1bedroom apartment w/2 fronts&free wifi,63061331,Mariana Costa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14512,-8.61006,Entire home/apt,43,3,172,2024-11-26,2.68,13,132,116571/AL,,,,,,
38124419,Single Bedroom - Near Beach and Train,72597173,Pedro,ESPINHO,Espinho,41.01242,-8.63602,Private room,,1,6,2019-11-04,0.09,1,0,Exempt,,,,,,
38148258,Casa Alegria - your Porto apartment w/ parking!,288327506,Luz & Alegria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15173,-8.61453,Entire home/apt,146,2,5,2024-08-09,0.08,3,96,97899/AL,,,,,,
38149819,Apartamento completo com vista para o Porto,34235271,Rejane,PORTO,Bonfim,41.15508,-8.60398,Entire home/apt,,1,0,,,1,0,Exempt,,,,,,
38182033,Junior Suite,271292418,Vila Galé Porto,PORTO,Bonfim,41.15111,-8.59753,Private room,,1,0,,,1,0,876,,,,,,
38187962,Moradia T3 - Despesas Incluídas - 850€/mensais,211545033,Nb,VILA DO CONDE,Vilar de Pinheiro,41.26387,-8.66585,Entire home/apt,80,90,0,,,1,363,Senra360,,,,,,
38199486,Airport Apartment,161103253,Simone,MAIA,Castêlo da Maia,41.26585,-8.63077,Private room,,1,0,,,1,0,Exempt,,,,,,
38205864,"Double Room: Balcony, Breakfast. Casa dos Azulejos",49284533,Marta,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18539,-8.67039,Private room,38,1,60,2024-11-15,0.94,3,353,100357/AL,,,,,,
38210593,Porto Stunning Central Penthouse - Free parking,61243248,Ricardo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15369,-8.6125,Entire home/apt,173,2,239,2024-12-09,3.72,2,294,100664/AL,,,,,,
38213066,Flow Room Cat's Beach House,288958436,Patrícia,VILA NOVA DE GAIA,São Félix da Marinha,41.02439,-8.6302,Private room,,2,4,2023-06-24,0.14,2,0,101494/AL,,,,,,
38226760,Quarto Triplo Familiar,198234407,Leão De,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18487,-8.69435,Private room,78,1,22,2024-10-19,0.35,3,22,56415/AL,,,,,,
38250978,Stylish downtown Balcony Loft,124064965,Miguel,PORTO,Bonfim,41.14719,-8.59539,Entire home/apt,45,2,67,2024-11-15,1.05,5,8,106204/AL,,,,,,
38294294,"Cathedral downtown Apartment, P",54040900,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14323,-8.61282,Entire home/apt,60,2,105,2024-12-09,1.65,18,364,95062/AL,,,,,,
38294958,WONDERFULPORTO SUPERIOR VIEW,265669251,Maria Conceição,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1445236,-8.623599,Entire home/apt,87,2,158,2024-12-01,3.89,4,152,100673/AL,,,,,,
38350016,São Bento Dream Loft - City's  Historic Center,291844083,Yanan,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14441,-8.61126,Entire home/apt,42,3,133,2024-12-09,2.08,1,79,102043/AL,,,,,,
38354156,Bright Duplex Poveiros 4,18651903,Paulo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14533,-8.60292,Entire home/apt,,2,19,2023-08-21,0.3,3,0,101901/AL,,,,,,
38356182,Excelente apartamento no coração do Porto,291912342,Adriana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15323,-8.61074,Entire home/apt,,2,3,2019-12-29,0.05,2,0,Exempt,,,,,,
38356589,Quarto aconchegante no centro do Porto,291912342,Adriana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15451,-8.6116,Private room,,2,13,2020-02-25,0.2,2,0,Exempt,,,,,,
38358011,Estúdio praia Labruge,287294206,Silvia,VILA DO CONDE,Labruge,41.27498,-8.71518,Entire home/apt,40,1,216,2024-10-11,3.38,1,264,779068,,,,,,
38367031,Casa da Casada - Vale do Douro by LW,292136834,Maria Adelaide,GONDOMAR,Foz do Sousa e Covelo,41.07682,-8.4947,Entire home/apt,150,3,12,2023-08-19,0.21,2,362,71344/AL,,,,,,
38369586,Espigueiro da Casada - Vale do Douro by LW,292136834,Maria Adelaide,GONDOMAR,Foz do Sousa e Covelo,41.07682,-8.4947,Entire home/apt,95,3,54,2023-10-03,0.93,2,364,71310/AL,,,,,,
38384779,Apartamento em frente do mar,202986405,Carlos,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38956,-8.77338,Entire home/apt,,5,7,2021-08-28,0.12,1,0,7626667,,,,,,
38384927,Jardim do Pilar,176273115,Antonio,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1363,-8.60996,Entire home/apt,79,2,36,2024-11-03,1.83,1,298,95643/AL,,,,,,
38395071,Fontainhas Design Apartment by DA'HOME,292481209,DA'HOME Premium Property Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.144299,-8.602687,Entire home/apt,60,2,54,2024-10-06,0.86,1,335,39999/AL,,,,,,
38406387,"""LE NID DES VOYAGEURS""",292573449,Juliette,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15037,-8.6148,Entire home/apt,,1,2,2020-03-08,0.03,1,0,Exempt,,,,,,
38412106,Luz & Alegria Place - your Porto House w/ parking!,288327506,Luz & Alegria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15173,-8.6133,Entire home/apt,214,2,14,2024-09-22,0.22,3,100,"97898/AL,97899/AL",,,,,,
38413423,Time 2 Porto Mimosa House,28002927,Estefania,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13582,-8.60908,Entire home/apt,60,2,95,2024-11-01,1.49,3,89,102845/AL,,,,,,
38419090,"""Vittorio room"" in the Bourgeoise ""Maison Cabral """,285290382,Maison,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15382,-8.61661,Hotel room,112,2,4,2022-08-06,0.06,8,290,110151/AL,,,,,,
38421018,"Garden  Studio with terrace ""Maison Cabral""",285290382,Maison,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15413,-8.61781,Hotel room,154,2,10,2023-09-20,0.16,8,310,110151/AL,,,,,,
38425022,Suite duplex balcony and  kitchenette Boutique,285290382,Maison,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15438,-8.61819,Hotel room,188,2,8,2024-09-19,0.13,8,287,110151/AL,,,,,,
38425977,O Moinho de Tarei,252765198,Marie,SANTA MARIA DA FEIRA,Fiães,40.98735,-8.52559,Entire home/apt,200,3,34,2024-08-23,0.63,1,0,171296869,,,,,,
38451280,Miraporto Morro 2!,273690202,Miraporto,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13562,-8.60891,Private room,,1,4,2019-12-30,0.06,5,0,102232/AL,,,,,,
38459402,Fidalgo do Bonjardim - acolhedor e próximo de tudo,20483140,Miriam,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15109,-8.6097,Entire home/apt,79,3,141,2024-10-31,2.24,2,43,103111/AL,,,,,,
38470856,RS Porto Campanha,293313461,RS Porto,PORTO,Bonfim,41.15049,-8.59107,Entire home/apt,81,1,15,2024-10-09,0.24,1,358,34130/AL,,,,,,
38473340,Suíte Deluxe - Queen's Garden Hostel,285590260,Queen'S Garden,PORTO,Ramalde,41.17696,-8.63001,Private room,99,1,2,2022-08-21,0.03,3,72,102882/AL,,,,,,
38473827,Benito bourgeois room with terrace and kitchenette,285290382,Maison,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1545,-8.61669,Hotel room,131,2,5,2024-09-03,0.08,8,308,110151/AL,,,,,,
38479244,Fully renovated T2 apartment by the sea,38284791,Joana,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15071,-8.67712,Entire home/apt,110,3,0,,,1,243,101258/AL,,,,,,
38483152,"""Luchino room"" in bourgeois building with balcony",285290382,Maison,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15584,-8.61619,Hotel room,112,2,10,2022-06-24,0.16,8,282,110151/AL,,,,,,
38500948,Suíte Standard - Queen's Garden Hostel,285590260,Queen'S Garden,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.17981,-8.6305,Private room,88,1,0,,,3,82,102882/AL,,,,,,
38513543,""" Wapa"" Suite duplex in  bourgeoise  Maison Cabral",285290382,Maison,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15415,-8.61638,Hotel room,131,2,10,2023-09-22,0.16,8,316,110151/AL,,,,,,
38535404,OceanHouse,49805365,Nazaré,VILA NOVA DE GAIA,Arcozelo,41.04723,-8.65042,Private room,33,3,79,2024-09-14,2.02,2,269,Exempt,,,,,,
38536831,Cristina- bourgeois room  terrace at Maison Cabral,285290382,Maison,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15377,-8.61693,Hotel room,147,2,22,2024-10-17,0.35,8,304,110151/AL,,,,,,
38543076,"Attic  room in bourgeoise house ""Masion Cabral""",285290382,Maison,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15394,-8.61626,Hotel room,119,2,6,2024-06-08,0.11,8,313,110151/AL,,,,,,
38561309,🐟Blue Cottage by the Park🐟,76721266,Constança,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.17147,-8.67005,Entire home/apt,40,2,214,2024-12-10,3.67,2,211,61913/AL,,,,,,
38572226,D'OURO DONA MARIA by LW,294308421,Manuel Francisco Tavares,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13536,-8.61202,Entire home/apt,,2,0,,,3,0,93860/AL,,,,,,
38575057,D'OURO DOM MANUEL By LW,294308421,Manuel Francisco Tavares,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13536,-8.61202,Entire home/apt,,2,0,,,3,0,93959/AL,,,,,,
38575451,D'OURO DOM LUÍS by LW,294308421,Manuel Francisco Tavares,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13436,-8.61282,Entire home/apt,,2,0,,,3,0,93960/AL,,,,,,
38600054,GuestReady - Sea Breaking View,364783572,GuestReady,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17983,-8.69272,Entire home/apt,61,1,161,2024-11-24,2.52,135,320,104047/AL,,,,,,
38619288,"Parental suite, private bathroom view to the Douro",239620737,Margerie,PORTO,Bonfim,41.14453,-8.59996,Private room,36,1,0,,,1,89,Exempt,,,,,,
38635398,"Oporto Sun Terrace- Beach nearby, garage & terrace",295101156,Emília,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18135,-8.69096,Entire home/apt,,3,42,2024-08-30,0.66,1,0,91226/AL,,,,,,
38637135,DouroHouse - Luis Bridge Porto Gaia view,295117048,Familius,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13781,-8.62504,Entire home/apt,84,1,113,2024-10-12,1.78,1,45,99190/AL,,,,,,
38645216,Great apartment in front of Bonfim church,146751659,Warrior Numbers,PORTO,Bonfim,41.15081,-8.59321,Entire home/apt,45,4,84,2024-11-06,1.32,2,152,86311/AL,,,,,,
39412838,Sweet Porto Downtown,77153972,Silvia & Edu,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15808,-8.61067,Entire home/apt,40,3,45,2024-11-06,0.72,11,364,103914/AL,,,,,,
39418789,Unser wunderschönes Alkoven-Wohnmobil in Porto,187435041,Elisabete,MAIA,Vila Nova da Telha,41.24286,-8.67968,Entire home/apt,125,3,0,,,4,364,Exempt,,,,,,
39432098,Arrábida House,302876144,Sónia,PORTO,Lordelo do Ouro e Massarelos,41.14941,-8.6458,Entire home/apt,100,2,49,2024-10-06,0.81,1,357,101680/AL,,,,,,
39435335,Sleep in Office Porto | Apartamento Deluxe 204,297884835,Maria Antonia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14809,-8.60575,Entire home/apt,66,1,2,2023-06-09,0.03,6,358,95967/AL,,,,,,
39439544,Povoa Heart ❤️,302935432,Sonia,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38269,-8.763,Entire home/apt,40,2,50,2024-11-24,1.27,1,170,118692/AL,,,,,,
39455028,Moradia Particular das Pedras / home SPA,138752361,Rafael,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.08062,-8.64466,Entire home/apt,95,1,134,2024-11-11,2.27,4,23,135580/AL,,,,,,
39476565,Domus Alexandrina,303065291,Alexandra,PORTO,Bonfim,41.15704,-8.60076,Entire home/apt,99,2,103,2024-10-22,1.65,1,352,103109/AL,,,,,,
39477280,Porto's Centre Downtown w/ Douro River views,296767954,Adérito,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1424,-8.6167,Entire home/apt,81,2,90,2024-10-08,1.44,4,359,111265/AL,,,,,,
39478179,Porto A.S. 1829 - Superior double room with view,271791451,Porto AS 1829,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14375,-8.61417,Private room,249,1,0,,,5,0,6554,,,,,,
39478511,Bolhão - Alegria 120/RCT - Exterior - Parking,194915090,Ricardo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14928,-8.60303,Entire home/apt,111,3,81,2024-11-03,1.53,7,106,84684/AL,,,,,,
39357090,Angel Flats 1F,271793116,Fábio,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15506,-8.61248,Entire home/apt,40,2,31,2024-11-12,0.49,5,351,98422/AL,,,,,,
39381868,Citybreak-Apartments Poveiros,2686177,Citybreak,PORTO,Bonfim,41.14778,-8.60162,Entire home/apt,64,1,1,2020-07-02,0.02,27,343,97135/AL,,,,,,
39384083,Vintage Beach Apartment,84506656,Gonçalo,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38491,-8.77137,Entire home/apt,70,3,2,2020-07-30,0.04,1,335,98.045/AL,,,,,,
39385148,GuestReady - Music Flats 2,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16095,-8.63289,Entire home/apt,55,1,152,2024-11-29,2.44,135,341,100120/AL,,,,,,
39388178,Zenha Home,95392060,Lopo,MATOSINHOS,"Custóias, Leça do Balio e Guifões",41.19381,-8.66246,Private room,,3,3,2020-08-21,0.05,1,0,102785/AL,,,,,,
39403739,Liiiving in Porto | Luxury Beachfront Apartment II,30907275,Liiiving,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15033,-8.67616,Entire home/apt,60,2,55,2024-11-15,0.91,115,325,105839/AL,,,,,,
39404284,Liiiving in Porto| Luxury Beachfront Apartment III,30907275,Liiiving,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15033,-8.67616,Entire home/apt,60,2,50,2024-11-08,0.83,115,323,105840/AL,,,,,,
39404678,Liiiving in Porto | Luxury Beachfront Apartment IV,30907275,Liiiving,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15033,-8.67616,Entire home/apt,51,2,37,2024-12-02,0.62,115,351,105841/AL,,,,,,
39405034,Liiiving in Porto | Luxury Beachfront Apartment V,30907275,Liiiving,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15033,-8.67616,Entire home/apt,94,2,69,2024-10-30,1.18,115,347,105842/AL,,,,,,
39408317,Afurada Premium Apartment 1 by Porto City Hosts,101838501,Porto City Hosts,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14172,-8.63977,Entire home/apt,88,3,78,2024-10-13,1.25,65,83,102759/AL,,,,,,
39941818,ArtPorto Cozy Flat -Steps to St Catarina Street,307593726,Art Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14772,-8.60424,Entire home/apt,58,2,2,2022-04-14,0.06,12,359,71680/AL,,,,,,
39941882,ArtPorto Duplex Apartment - Terrace W/ City Views,307593726,Art Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14729,-8.60503,Entire home/apt,71,2,67,2024-09-01,1.24,12,322,71678/AL,,,,,,
39943004,Appartement du soleil,185906126,Placido,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.3976,-8.77754,Entire home/apt,150,7,4,2023-08-20,0.08,1,83,508184258,,,,,,
39989979,Exclusive seafront apartment,269226132,Teresa,VILA DO CONDE,Labruge,41.27204,-8.72582,Entire home/apt,60,3,11,2024-10-11,0.18,1,364,Exempt,,,,,,
39998708,PortoBelo Apartment: 1bedroom Balcony & Parking,158842882,Renata E Filipe,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14941,-8.60361,Entire home/apt,72,2,0,,,5,232,70369/AL,,,,,,
39999584,Big and bright flat in Porto's Historical Centre,296767954,Adérito,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14215,-8.61624,Entire home/apt,78,2,74,2024-11-11,1.21,4,349,111263/AL,,,,,,
40003760,"PORTO NATIONAL THEATRE TRENDY HOUSES, 20",76966864,Nuno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1449,-8.60797,Entire home/apt,99,2,1,2022-07-15,0.03,6,21,105433/AL,,,,,,
40007063,Silva's Guest House,308525444,Diogo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13426,-8.60889,Private room,45,1,20,2022-05-07,0.33,4,173,104271/AL,,,,,,
40024882,DSDHOSTING BEACH-30METERS FROM METRO MATOSINHOSSUL,236394834,Daniel,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17734,-8.68891,Entire home/apt,40,2,141,2024-11-10,2.32,1,233,105332/AL,,,,,,
40025928,Location de vacances à Vila do Conde,308701932,Antonio,VILA DO CONDE,Vila do Conde,41.36378,-8.75891,Entire home/apt,,2,0,,,1,0,Exempt,,,,,,
40028184,Silva's Guest House 2 - Close to the OPorto center,308525444,Diogo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1349,-8.60727,Private room,45,1,6,2022-04-13,0.1,4,175,104271/AL,,,,,,
40028330,Oporto Classic Patio,308720337,Renato,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1498413085938,-8.61368370056152,Entire home/apt,122,1,91,2024-11-19,1.72,3,303,101893/AL,,,,,,
